# Input,DiseaseName,DiseaseID,GeneSymbol,GeneID,DiseaseCategories,DirectEvidence,OmimIDs,PubMedIDs
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,AASS,10157,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ABCB1,5243,Digestive system disease,marker/mechanism,,20623750
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ABCB1A,18671,Digestive system disease,marker/mechanism,,26134275
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ABCB1B,18669,Digestive system disease,marker/mechanism,,27193730
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ABCC1,4363,Digestive system disease,marker/mechanism,,18466103
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ABCC2,1244,Digestive system disease,marker/mechanism,,18381794|18466103
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ABI1,10006,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ACOX3,8310,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ACSL1,2180,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ACTB,60,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ACTN4,81,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ACTR3,10096,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ADAM8,101,Digestive system disease,marker/mechanism,,24646716
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ADIPOQ,9370,Digestive system disease,therapeutic,,20709802
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ADORA2B,136,Digestive system disease,therapeutic,,35292334
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,AGT,183,Digestive system disease,marker/mechanism,,29499335
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,AHR,196,Digestive system disease,marker/mechanism|therapeutic,,21890736|34848246
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,AIFM1,9131,Digestive system disease,marker/mechanism,,25743375
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,AKR1A1,10327,Digestive system disease,marker/mechanism,,32805337
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ALB,213,Digestive system disease,marker/mechanism,,18779383|22310181
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ALDH1L2,160428,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ALDH9A1,223,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ALDOB,229,Digestive system disease,marker/mechanism,,16115720
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,AMBP,259,Digestive system disease,marker/mechanism,,18779383
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ANXA2,302,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ANXA6,309,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,APOA1,335,Digestive system disease,marker/mechanism,,16099942
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,APOE,348,Digestive system disease,marker/mechanism,,16099942
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,APOH,350,Digestive system disease,marker/mechanism,,16099942
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ARG1,383,Digestive system disease,marker/mechanism,,22872058
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ARNT,405,Digestive system disease,marker/mechanism,,20935161
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ATG5,9474,Digestive system disease,marker/mechanism,,22491424
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ATOH8,84913,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ATP6V1D,51382,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,BAX,581,Digestive system disease,marker/mechanism,,17906064
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,BDH1,622,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,BDKRB2,624,Digestive system disease,marker/mechanism,,30685357
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,BLVRB,645,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,BMAL1,406,Digestive system disease,therapeutic,,36602574
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,BPNT1,10380,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,BRD4,23476,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,BTD,686,Digestive system disease,marker/mechanism,,15469856
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,C3,718,Digestive system disease,marker/mechanism,,16099942
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CA3,761,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CADPS2,93664,Digestive system disease,marker/mechanism,,26881866
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CANX,821,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CAP1,10487,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CAR3,12350,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CAT,847,Digestive system disease,marker/mechanism,,20623750|25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CCDC80,151887,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CCL2,6347,Digestive system disease,marker/mechanism,,20623750
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CCR2,729230,Digestive system disease,marker/mechanism,,20623750
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CCT3,7203,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CCT5,22948,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CDC25B,994,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CDS1,1040,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CELA1,1990,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CFAP20,29105,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CFH,3075,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CHRM3,1131,Digestive system disease,marker/mechanism,,20197374
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CKB,1152,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CLU,1191,Digestive system disease,marker/mechanism,,20623750
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,COL14A1,7373,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,COL3A1,1281,Digestive system disease,marker/mechanism,,16679477
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,COQ9,57017,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CP,1356,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CPS1,1373,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CRP,1401,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CSF3,1440,Digestive system disease,therapeutic,,20005281|33882750
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CTNNB1,1499,Digestive system disease,therapeutic,,19679878
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CTSE,1510,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CXCL1,2919,Digestive system disease,marker/mechanism,,16118408
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CXCL10,3627,Digestive system disease,therapeutic,,11739529
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CXCL14,9547,Digestive system disease,marker/mechanism,,38614205
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CYP1A1,1543,Digestive system disease,marker/mechanism,,33814510
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CYP1A2,1544,Digestive system disease,marker/mechanism,,28762043
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CYP1B1,1545,Digestive system disease,marker/mechanism,,33814510
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CYP2A5,13087,Digestive system disease,therapeutic,,23628428
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CYP2A6,1548,Digestive system disease,marker/mechanism,,21741958
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CYP2B6,1555,Digestive system disease,marker/mechanism,,28762043|33814510
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CYP2C11,29277,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CYP2C19,1557,Digestive system disease,marker/mechanism,,12963435|28762043
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CYP2C9,1559,Digestive system disease,marker/mechanism,,14971821|21741958|28762043|33814510
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CYP2E1,1571,Digestive system disease,marker/mechanism,,12668988|16770646|21741958|28762043
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CYP2K18,393484,Digestive system disease,marker/mechanism,,28069987
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CYP3A23-3A1,25642,Digestive system disease,marker/mechanism,,20623750
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CYP3A4,1576,Digestive system disease,marker/mechanism,,28762043
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CYP4A3,298423,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,CYP8B1,1582,Digestive system disease,marker/mechanism,,25448281
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,DBT,1629,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,DDB1,1642,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,DGAT2,84649,Digestive system disease,marker/mechanism,,17984051
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,DHFR,1719,Digestive system disease,marker/mechanism,,19648163
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,DHRS7,51635,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,DLAT,1737,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,DNAJB9,4189,Digestive system disease,marker/mechanism,,26881866
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,DNAJC12,56521,Digestive system disease,marker/mechanism,,26881866
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,DSC2,1824,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,E2F1,1869,Digestive system disease,marker/mechanism,,30515189
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ECHDC1,55862,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ECHS1,1892,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,EDEM1,9695,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,EIF2AK1,27102,Digestive system disease,marker/mechanism,,25411909
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,EIF4EBP2,1979,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ENO1,2023,Digestive system disease,marker/mechanism,,16099942|25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,EPHX1,2052,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ERLEC1,27248,Digestive system disease,marker/mechanism,,26881866
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,ERN1,2081,Digestive system disease,marker/mechanism,,30538632
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,F2RL3,9002,Digestive system disease,marker/mechanism,,20974703
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,F3,2152,Digestive system disease,marker/mechanism,,22407844
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,FADS1,3992,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,FADS2,9415,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,FASN,2194,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,FCMR,9214,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,FGA,2243,Digestive system disease,marker/mechanism,,20974703
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,FLT1,2321,Digestive system disease,therapeutic,,21135413
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,FMO3,2328,Digestive system disease,therapeutic,,24973094
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,FTL1,14325,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GADD45A,1647,Digestive system disease,marker/mechanism,,20623750
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GANAB,23193,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GC,2638,Digestive system disease,marker/mechanism,,16099942
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GCLC,2729,Digestive system disease,marker/mechanism,,19481141
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GCLM,2730,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GDA,9615,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GDI1,2664,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GGH,8836,Digestive system disease,marker/mechanism,,21219404
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GHRL,51738,Digestive system disease,therapeutic,,34151639
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GLUD1,2746,Digestive system disease,marker/mechanism,,33483742
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GOT1,2805,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GPD1,2819,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GPT,2875,Digestive system disease,marker/mechanism,,145039|19481104
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GRK4,2868,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GSN,2934,Digestive system disease,marker/mechanism,,16099942
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GSR,2936,Digestive system disease,marker/mechanism,,25226513|28069987
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GSTA1,2938,Digestive system disease,marker/mechanism,,28412881
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GSTA4,2941,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GSTM1,2944,Digestive system disease,marker/mechanism,,17465707|18666253
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GSTM2,2946,Digestive system disease,marker/mechanism,,20623750
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GSTM3,2947,Digestive system disease,therapeutic,,25743375
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GSTM4,2948,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GSTO1,9446,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GSTP1,2950,Digestive system disease,marker/mechanism,,20623750|25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GSTT1,2952,Digestive system disease,marker/mechanism,,18397238|18666253|25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GSTT1B,393556,Digestive system disease,marker/mechanism,,28069987
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,GULO,268756,Digestive system disease,marker/mechanism,,25226513
